rate_regime,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
falling,0.1627769436830817,0.1483176658757206,0.193867790985931,0.09262369580342833,0.11106280546147462,0.10643489847594179,0.0465915688576799,0.18015473055639952,0.05607633446922167,0.08343956335861491,0.12205698090079764
rising,0.10292706390517048,0.17198273670616704,0.11296794277573907,0.1660788761894363,0.1507493048235573,0.13547894852482112,0.11837862491035889,0.10878673465659627,0.16837187675766985,0.11057861185140894,0.14118422491519866
